rank,ticker,ranking_score,forecast_model,forecast_model_label,feature_profile,feature_profile_label,last_close,next_predicted_change_pct,forecast_horizon_change_pct,average_forecast_distance_to_last_close,average_forecast_distance_pct_to_last_close,walk_forward_best_directional_accuracy,walk_forward_best_rmse,walk_forward_baseline_rmse,relative_rmse_pct,relative_gap_vs_baseline_pct,average_recent_rsi,beats_baseline_rmse
1,AAPL,82.99310284488361,random_forest,Random Forest,technical_extended,Technical Extended,263.3999938964844,0.10309968915329648,0.5224969085451114,0.7996462902361827,0.30358629793683367,0.5250457038391225,2.381638345219022,2.3791370117688597,0.9041907366767065,0.0009496330706618216,63.781204833224365,False
2,DOU.DE,46.28690423910606,ridge_regression,Ridge Regression,technical_extended,Technical Extended,10.819999694824219,0.8779075608388975,1.4106594328743949,0.13807252628248748,1.2760862308391276,0.46,0.27982560675686463,0.2759081779642825,2.586188675132034,0.03620544272710124,67.47049898957057,False
3,TSLA,32.51845452328117,ridge_regression,Ridge Regression,technical_extended,Technical Extended,388.8999938964844,-0.2578150104520449,-1.4075981114520797,3.4884877887285257,0.8970141022056883,0.5333333333333333,10.507533727999313,10.46981617432135,2.7018600907451185,0.009698522568761546,45.88022123170705,False
