ticker,lag_only_best_model,lag_only_best_rmse,technical_extended_best_model,technical_extended_best_rmse,technical_extended_minus_lag_only_rmse,lag_only_best_model_label,technical_extended_best_model_label,better_profile,left_profile,right_profile,left_profile_rmse_column,right_profile_rmse_column
MSFT,random_forest,4.264416761152716,random_forest,4.23865961279865,-0.025757148354065507,Random Forest,Random Forest,technical_extended,lag_only,technical_extended,lag_only_best_rmse,technical_extended_best_rmse
NVDA,random_forest,2.165799952313882,random_forest,2.155476448468092,-0.010323503845789617,Random Forest,Random Forest,technical_extended,lag_only,technical_extended,lag_only_best_rmse,technical_extended_best_rmse
AAPL,random_forest,2.386729469009268,random_forest,2.393369416617136,0.006639947607868013,Random Forest,Random Forest,lag_only,lag_only,technical_extended,lag_only_best_rmse,technical_extended_best_rmse
TSLA,ridge_regression,10.498899174897147,ridge_regression,10.506990150633287,0.008090975736140038,Ridge Regression,Ridge Regression,lag_only,lag_only,technical_extended,lag_only_best_rmse,technical_extended_best_rmse
