ticker,experiment_id,feature_profile,lags,data_rows,data_start,data_end,best_learned_model,best_learned_rmse,best_learned_directional_accuracy,best_learned_minus_baseline_rmse,walk_forward_fold_count,holdout_baseline_persistence_rmse,holdout_baseline_persistence_directional_accuracy,walk_forward_baseline_persistence_rmse,walk_forward_baseline_persistence_directional_accuracy,holdout_ridge_regression_rmse,holdout_ridge_regression_directional_accuracy,walk_forward_ridge_regression_rmse,walk_forward_ridge_regression_directional_accuracy,holdout_decision_tree_rmse,holdout_decision_tree_directional_accuracy,walk_forward_decision_tree_rmse,walk_forward_decision_tree_directional_accuracy,holdout_random_forest_rmse,holdout_random_forest_directional_accuracy,walk_forward_random_forest_rmse,walk_forward_random_forest_directional_accuracy
DOU.DE,lag_only_lag5,lag_only,5,522,2024-03-22,2026-04-16,ridge_regression,0.27487571279966805,0.45454545454545453,0.0021311419966141276,5,0.30090248025449967,0.08653846153846154,0.2727445708030539,0.12337662337662338,0.3045647030219826,0.4519230769230769,0.27487571279966805,0.45454545454545453,0.3629125237010091,0.4807692307692308,0.3307641193454494,0.4935064935064935,0.30105757511566617,0.5096153846153846,0.2805984977844223,0.4155844155844156
AAPL,technical_extended_lag5,technical_extended,5,9139,1990-01-02,2026-04-16,random_forest,2.3738936843536145,0.5294332723948811,-0.005243327415245247,5,2.8833282749477034,0.0021929824561403508,2.3791370117688597,0.0021937842778793418,3.1215894014908434,0.47094298245614036,2.3857392261977304,0.5023765996343693,2.962474948596398,0.5296052631578947,2.43443040850706,0.523217550274223,2.8829338102782063,0.5449561403508771,2.3738936843536145,0.5294332723948811
TSLA,lag_only_lag5,lag_only,5,3974,2010-06-29,2026-04-16,ridge_regression,10.465141443205509,0.5100840336134453,0.01526299264461528,5,10.317020598646167,0.0,10.449878450560893,0.0008403361344537816,10.313096449704839,0.5125944584382871,10.465141443205509,0.5100840336134453,11.070731034620684,0.5151133501259446,11.656948922202915,0.5092436974789916,11.286851644165925,0.5025188916876574,10.65084333197142,0.5159663865546219
